no_data,no_pasien,sig_mean,sig_var,sig_sd,sig_kurt,sig_skew,sig_centroid,sig_specent,psd_mean,psd_var,psd_sd,psd_kurt,psd_skew,rat_delta,rat_theta,rat_alpha,rat_beta,kelas
2556,6,-1.99E-08,3.60E-10,1.90E-05,-0.008819983,0.056394498,10.51405573,0.728029559,-118.0710083,64.82868387,8.051626163,0.21042295,0.341569283,0.305322743,0.213589896,0.192716526,0.288370835,1
2557,6,-5.02E-07,7.77E-10,2.79E-05,0.763748541,0.191593889,9.379082105,0.712276417,-116.3228212,78.86163083,8.880407132,-0.021687993,0.385341988,0.392784646,0.184225574,0.180099807,0.242889973,1
2558,6,4.82E-06,8.95E-10,2.99E-05,0.947343295,0.379768272,10.27812976,0.714514674,-119.1480996,117.3953687,10.83491434,-0.581903918,0.18730296,0.419554423,0.180189462,0.192724388,0.207531727,1
2559,6,-1.67E-06,6.26E-10,2.50E-05,0.195812358,0.339461386,7.605907709,0.645326152,-121.2411158,117.2186297,10.82675527,0.078086072,0.334611314,0.519037167,0.200651399,0.101308496,0.179002938,1
2560,6,6.07E-07,6.49E-10,2.55E-05,0.183281106,0.131750227,9.545054241,0.720451289,-117.0420866,98.94287134,9.947003134,0.194508078,0.080602806,0.347363088,0.280674269,0.139578059,0.232384584,1
2561,6,-3.59E-07,5.92E-10,2.43E-05,-0.182342993,0.037079586,10.00643247,0.707089041,-119.248511,120.5711242,10.98048834,0.296863527,0.132323526,0.419141878,0.235916628,0.139778442,0.205163052,1
2562,6,2.67E-06,4.75E-10,2.18E-05,0.411295677,-0.136526951,9.656558896,0.71310301,-121.3463105,122.5163239,11.06870922,-0.297489756,0.557189445,0.428636366,0.267796492,0.137302532,0.166264609,1
2563,6,-2.64E-07,1.75E-10,1.32E-05,1.986084646,-0.058907828,12.84328131,0.722103264,-120.4913284,69.42856839,8.332380716,-0.32643507,0.050778513,0.2981654,0.211334332,0.184400432,0.306099836,1
2564,6,2.82E-06,5.12E-10,2.26E-05,0.048144749,-0.022821496,9.545644206,0.713476295,-120.4703818,99.46276148,9.973101899,-0.29682513,0.121364725,0.387992347,0.207344962,0.162797847,0.241864844,1
2565,6,4.31E-07,7.78E-10,2.79E-05,0.192734316,0.052452493,9.291161526,0.738044504,-116.5686053,84.05056769,9.167909669,-0.499622681,0.353754289,0.332951302,0.250214584,0.18234447,0.234489643,1
2566,6,6.06E-06,1.14E-09,3.38E-05,1.004822746,0.74798829,6.410383189,0.628847248,-120.1113467,97.33530755,9.865865778,0.41486325,0.511307323,0.539326858,0.171824335,0.104593267,0.184255539,1
2567,6,9.37E-07,5.31E-10,2.30E-05,0.361895206,-0.214012391,11.3882322,0.748991458,-119.4736311,106.614773,10.32544299,-0.180467228,0.062303227,0.323546147,0.271703836,0.195647192,0.209102825,1
2568,6,-3.78E-08,4.36E-10,2.09E-05,0.021193339,-0.476815513,9.049653386,0.680081308,-121.3864662,102.4005414,10.11931527,1.185569145,0.115505739,0.448932778,0.20323218,0.124527471,0.223307571,1
2569,6,-8.80E-07,6.03E-10,2.46E-05,-0.227064789,-0.110856394,10.34859835,0.736980397,-119.2038396,111.9953633,10.58278618,-0.435143915,0.27582335,0.358480169,0.26319615,0.171763056,0.206560625,1
2570,6,6.07E-07,9.97E-10,3.16E-05,0.047901077,-0.214434062,8.186733136,0.693696114,-119.4448221,119.4804513,10.93071138,0.10600295,0.715905489,0.483116024,0.23268601,0.135594419,0.148603547,1
2571,7,1.19E-06,9.26E-10,3.04E-05,2.152537578,0.447397001,9.921436498,0.706470629,-116.4852792,91.95874399,9.589512187,0.909246483,-0.175880695,0.413109479,0.184226763,0.171696823,0.230966935,1
2572,7,-2.02E-06,3.52E-09,5.93E-05,-0.66233595,-0.064287521,8.297348417,0.672668737,-113.7875437,109.8755181,10.48215236,0.150971439,0.519820619,0.491804236,0.207036872,0.122714569,0.178444323,1
2573,7,2.12E-06,1.84E-09,4.29E-05,-0.301067972,-0.342266116,10.55779639,0.715496939,-111.2557355,66.14153579,8.132744666,0.351122941,0.244242438,0.37389958,0.18428009,0.185316648,0.256503682,1
2574,7,-1.40E-06,1.69E-09,4.11E-05,0.521631886,-0.617415121,14.10954884,0.695607379,-108.8075043,52.0406376,7.213919711,0.341675736,-0.068308378,0.32489439,0.155524138,0.181357702,0.33822377,1
2575,7,1.08E-06,2.30E-09,4.80E-05,0.015995762,-0.536428572,12.06391234,0.695997169,-108.7896673,71.35450875,8.447159804,0.549571674,-0.363436309,0.301600681,0.126642239,0.238012373,0.333744707,1
2576,7,-8.89E-07,3.39E-09,5.83E-05,-0.083779392,-0.342537969,13.49951824,0.676610485,-105.9171043,42.74375628,6.537870929,1.148338756,0.258456351,0.335263831,0.127720601,0.180127606,0.356887962,1
2577,7,1.33E-06,5.12E-09,7.15E-05,-0.294883535,0.018808742,14.03215107,0.69330456,-106.7011782,58.7788845,7.666738844,0.955545153,0.271522813,0.37715215,0.131225589,0.208452701,0.28316956,1
2578,7,-6.70E-07,9.36E-09,9.68E-05,-0.854987257,0.184841851,10.9707625,0.641784146,-108.5233117,67.16546302,8.195453802,2.349953452,0.328251874,0.477262968,0.126338026,0.140054917,0.256344089,1
2579,7,-7.43E-07,9.18E-09,9.58E-05,-0.773686087,-0.093566919,10.61917615,0.666534226,-108.4637515,70.83172858,8.416158778,1.424040914,0.853108678,0.432120628,0.153584004,0.13839997,0.275895398,1
2580,7,-7.44E-07,9.29E-09,9.64E-05,-0.846060423,0.151670912,9.73807272,0.658096306,-110.3216267,96.23882992,9.810139138,0.641782624,0.480215141,0.499828894,0.129731971,0.169362716,0.20107642,1
2581,7,-1.13E-06,1.47E-08,0.000121208,-0.858196458,0.411131328,7.575420153,0.649206308,-111.3366212,104.1466551,10.20522685,1.176559278,0.688050313,0.536970541,0.15203906,0.144693898,0.166296501,1
2582,7,4.41E-06,1.22E-08,0.000110626,-0.674928456,0.450453917,7.136251415,0.638928665,-111.0061052,114.2006126,10.68646867,0.098460641,0.568688291,0.532273927,0.125357874,0.155935416,0.186432783,1
2583,7,-5.51E-06,1.07E-08,0.000103416,-0.357809148,0.543451842,7.880894931,0.647719576,-112.2109547,126.6706888,11.25480737,0.233324663,0.330613976,0.554890895,0.150030098,0.152186021,0.142892986,1
2584,7,1.25E-06,1.14E-08,0.000106699,-1.027896598,0.203335805,6.308666558,0.620487728,-112.4617427,114.0952089,10.68153589,0.785127659,0.617523412,0.579124825,0.130978425,0.142444539,0.14745221,1
2585,7,1.51E-06,1.20E-08,0.000109551,-0.909937832,0.217630566,7.97375517,0.641121764,-111.8268367,107.7403806,10.37980639,0.620808414,0.472729189,0.540191953,0.136851062,0.149300459,0.173656526,1
2586,7,1.34E-06,1.18E-08,0.000108641,-0.88960343,0.201857418,7.71430589,0.667844322,-112.5642031,125.6113303,11.20764606,0.165220559,0.666693875,0.529462707,0.162922542,0.16037844,0.147236311,1
2587,7,7.07E-07,8.60E-09,9.27E-05,-0.587574086,0.053097136,7.553571425,0.608244459,-113.9770781,112.6753925,10.61486658,1.218991554,0.994028686,0.580407364,0.136851023,0.120752131,0.161989482,1
2588,7,1.66E-06,1.20E-09,3.46E-05,2.02741164,0.223190593,12.45727262,0.731516029,-114.7043683,122.9242153,11.08711934,-0.826342515,-0.040862035,0.341115694,0.20016148,0.205611131,0.253111694,1
2589,7,-1.75E-07,2.21E-09,4.70E-05,0.253426723,-0.742902705,8.060987543,0.704134642,-113.4120425,113.8641471,10.67071446,-0.367427826,0.411133751,0.42677261,0.24158737,0.134227906,0.197412113,1
2590,7,-2.45E-07,5.95E-10,2.44E-05,0.068666098,-0.317435151,15.81733381,0.675285769,-111.6425262,46.30384271,6.804692698,0.009920101,-0.388218383,0.156327762,0.16861352,0.248208308,0.42685041,1
2591,7,-7.73E-07,1.28E-09,3.58E-05,0.086525111,-0.402806055,14.85057984,0.653378564,-109.223273,48.44947759,6.960565896,0.193201702,-0.298164165,0.118934483,0.175187955,0.252117503,0.453760059,1
2592,7,9.28E-07,1.63E-09,4.04E-05,-0.023129955,-0.048081797,17.07542264,0.63844244,-107.6926242,37.2894104,6.10650558,-0.468100287,-0.292289258,0.164658032,0.129136867,0.203039682,0.503165419,1
2593,7,-1.01E-06,5.77E-09,7.60E-05,-0.466758601,0.038100558,15.22743048,0.687627681,-104.7774277,61.58243502,7.847447675,0.761415767,-0.077565081,0.225756739,0.136741002,0.246488243,0.391014016,1
2594,7,8.10E-08,7.41E-09,8.61E-05,-0.393874596,0.159956232,12.64529846,0.699734506,-104.4212149,63.9021589,7.993882593,0.123531381,0.107479447,0.2705156,0.152142577,0.213895436,0.363446388,1
2595,7,1.18E-06,6.08E-09,7.80E-05,-0.254532478,0.14731891,13.12505212,0.71339297,-104.1288468,51.22311236,7.157032371,0.315797907,0.317927462,0.262027444,0.184120455,0.207772816,0.346079284,1
2596,7,-7.63E-07,8.53E-09,9.23E-05,0.595458444,0.42818363,11.40991719,0.709780744,-104.0728177,67.81107706,8.234748148,0.192536587,-0.086687285,0.35742003,0.168066103,0.191473755,0.283040112,1
2597,7,-1.57E-06,1.22E-08,0.000110238,0.072160139,0.068458805,11.06371017,0.703802756,-104.1828982,85.6479854,9.254619679,0.085636618,0.35195099,0.370483282,0.1775897,0.169547715,0.282379303,1
2598,7,4.59E-08,1.49E-08,0.00012211,-0.481131037,0.311700954,11.22871137,0.697448644,-104.1127213,65.88922799,8.117217996,0.842725116,0.751683817,0.357232616,0.197545365,0.143685953,0.301536065,1
2599,7,1.36E-06,1.06E-08,0.00010274,-0.372428067,-0.278951997,11.72025909,0.728134965,-102.9480199,72.35204271,8.506000395,0.271504289,-0.043000119,0.287428879,0.207016006,0.205229938,0.300325177,1
2600,7,-1.91E-06,1.65E-08,0.000128411,-0.922680022,0.17887863,11.38836936,0.678481876,-103.0180534,72.13454757,8.493205965,0.738580294,0.429453801,0.425526531,0.190360352,0.126197533,0.257915584,1
2601,7,3.15E-06,1.64E-08,0.000127878,-0.649651761,-0.215524622,9.604107727,0.629117459,-105.7483502,75.87664294,8.710720001,2.044074515,0.101887392,0.509364052,0.121720889,0.136854949,0.232060111,1
2602,7,-2.94E-06,1.13E-08,0.000106379,-0.221238866,0.591353378,15.29194599,0.625556421,-105.3146481,59.22672708,7.695890272,2.285090795,0.561705115,0.457610262,0.112540449,0.128477602,0.301371688,1
2603,7,1.68E-06,9.85E-09,9.92E-05,0.501207634,0.730905671,9.691028606,0.667859583,-106.1494166,57.75264702,7.599516236,1.782051539,0.774529268,0.438124146,0.180085171,0.121012961,0.260777722,1
2604,7,2.44E-06,9.18E-09,9.58E-05,-0.122888985,0.613422169,11.38362104,0.576889998,-108.4988337,69.0565373,8.310026311,2.536109274,0.883680131,0.550404,0.121465548,0.088806739,0.239323713,1
2605,7,-4.95E-06,6.34E-09,7.97E-05,0.098655193,0.871587945,8.853927741,0.653560358,-111.4818795,89.0450453,9.436368226,1.239849661,0.612663392,0.500848676,0.144100481,0.145601334,0.20944951,1
2606,7,-4.13E-07,5.72E-09,7.56E-05,-0.041958416,0.149392933,6.855090615,0.648814673,-113.2317133,103.5453422,10.17572318,0.448548311,0.695608464,0.533481306,0.170321513,0.127651677,0.168545504,1
2607,7,-3.40E-06,1.09E-09,3.30E-05,1.320747136,-0.357023923,11.19051002,0.742565915,-114.0599173,97.24726848,9.861402967,-0.93655481,-0.172334231,0.278509546,0.187790999,0.291467281,0.242232175,1
2608,7,1.26E-06,1.25E-09,3.53E-05,0.138551223,-0.39303958,9.893271551,0.711435041,-114.4710279,90.72906453,9.525180551,0.076343576,0.473610766,0.396143993,0.197866927,0.166964045,0.239025036,1
2609,7,1.54E-06,7.18E-10,2.68E-05,2.82831979,0.810788296,13.66028027,0.678324405,-113.618729,48.43745795,6.959702433,-0.041891343,-0.040076948,0.262705743,0.124891892,0.212968884,0.399433481,1
2610,7,-1.33E-06,1.59E-09,3.99E-05,0.354649981,0.176575635,14.62612921,0.668158083,-106.8916834,51.636662,7.185865431,1.770158865,-0.986552339,0.212960405,0.144498084,0.192785107,0.449756404,1
2611,7,3.08E-08,1.41E-09,3.75E-05,1.521349622,-0.016200662,17.11185598,0.641974136,-108.2220538,40.28605667,6.347129798,1.464084125,-0.796064354,0.143774284,0.158921981,0.195038044,0.502265692,1
2612,7,-5.73E-07,3.15E-09,5.61E-05,0.021831965,0.019768459,15.35200509,0.696583692,-105.453182,47.85407119,6.917663709,0.259087369,-0.237068893,0.214370354,0.176004734,0.213677354,0.395947558,1
2613,7,-1.25E-07,6.59E-09,8.12E-05,-0.117027117,0.11291166,13.10554655,0.694479284,-103.6577869,63.43083346,7.964347648,0.086461528,-0.086643841,0.245040325,0.161483905,0.203015797,0.390459973,1
2614,7,5.53E-07,6.19E-09,7.87E-05,0.092859454,0.265637244,14.14248699,0.713171064,-103.7689404,66.50997877,8.15536503,0.380694603,-0.10670106,0.279668519,0.181172674,0.2015516,0.337607207,1
2615,7,-1.00E-06,7.17E-09,8.47E-05,-0.427354484,0.208199048,14.83405732,0.692421268,-104.0316369,64.31248063,8.019506258,0.496803085,-0.43673538,0.304099766,0.127857225,0.223575594,0.344467416,1
2616,7,1.27E-06,8.09E-09,9.00E-05,-0.457607793,0.128067499,14.60266005,0.689735795,-102.3699288,55.21778074,7.430866756,7.308609988,-1.080698592,0.263725982,0.123310975,0.250005073,0.362957969,1
2617,7,2.69E-06,9.17E-09,9.57E-05,-0.322688454,0.12994246,13.87442039,0.698001026,-102.5478229,56.6556461,7.526994493,0.307121079,0.289239548,0.304949972,0.148221966,0.201028404,0.345799659,1
2618,7,-3.40E-06,8.74E-09,9.35E-05,-0.255201816,0.145587098,12.62509026,0.725190607,-102.3636494,61.58010615,7.84729929,-0.050788336,0.165844208,0.298476741,0.173843679,0.234941558,0.292738021,1
2619,7,-1.37E-06,8.16E-09,9.03E-05,-0.299666178,0.415393633,12.83461068,0.695682792,-103.9822539,56.397505,7.509827228,0.054656301,0.433870217,0.3504201,0.173517683,0.159805157,0.31625706,1
2620,7,1.39E-06,5.06E-09,7.11E-05,0.093160887,0.345383421,15.80559556,0.708812277,-105.4841715,58.426396,7.643716112,0.142833495,0.293575893,0.333102954,0.175275592,0.183622688,0.307998766,1
2621,7,-2.63E-06,6.84E-09,8.27E-05,-0.611688959,0.339624981,11.37690764,0.669864385,-106.3999389,73.77949552,8.589499143,0.633270535,0.090764441,0.43663026,0.13023653,0.170129948,0.263003262,1
2622,7,9.60E-07,2.86E-09,5.35E-05,0.556461678,0.640016811,12.89493921,0.702986947,-108.5101075,55.16989861,7.427644217,0.108672585,-0.060518243,0.27825494,0.207675746,0.158762852,0.355306462,1
2623,7,3.33E-06,4.05E-09,6.37E-05,0.195445369,0.574902078,9.538745442,0.69378187,-109.141133,95.00298571,9.746947507,0.115530882,-0.108480134,0.382794861,0.166343243,0.163186613,0.287675284,1
2624,7,6.17E-08,3.94E-09,6.27E-05,0.011825798,0.429463711,9.502979239,0.705967611,-110.148382,88.86766174,9.426964609,-0.332313245,0.263780113,0.402345711,0.157639505,0.198772326,0.241242458,1
2625,7,-1.21E-06,3.41E-09,5.84E-05,0.019503969,0.037558167,9.426687322,0.697496817,-110.3175743,92.69094162,9.627613495,-0.012745078,-0.051767361,0.396270731,0.177952297,0.159668326,0.266108646,1
2626,7,-7.04E-07,1.55E-09,3.93E-05,1.179311585,0.269143771,11.71799284,0.734538861,-112.0340458,86.5619947,9.303869878,-0.423438196,0.166611656,0.311849605,0.212404578,0.206663551,0.269082265,1
2627,7,3.95E-07,1.26E-09,3.54E-05,0.165499075,0.577814022,8.771986624,0.691562134,-113.4137905,87.74731143,9.367353492,1.141215618,-0.46325212,0.375605931,0.129184947,0.207870877,0.287338244,1
2628,7,-5.90E-07,1.45E-09,3.81E-05,1.491798144,0.868422636,10.15465234,0.657005998,-115.2298475,92.69989625,9.628078534,0.105176245,0.161730157,0.452351373,0.156805545,0.126400259,0.264442823,1
2629,7,1.27E-06,1.37E-09,3.70E-05,1.675569754,0.274252568,10.61061201,0.661589773,-116.5838315,97.75560188,9.887143262,0.257478437,0.581049098,0.507313326,0.162730594,0.142257414,0.187698666,1
2630,7,-6.54E-07,1.96E-09,4.42E-05,0.535988697,0.538668062,10.01108074,0.655765659,-113.6138993,81.23468094,9.0130284,-0.116638136,0.391452532,0.478163981,0.115137689,0.178257089,0.228441241,1
2631,7,1.59E-07,4.61E-10,2.15E-05,5.020952019,-0.727552246,10.31640843,0.603108849,-122.5253469,35.25766193,5.937816259,1.165398062,-0.289610708,0.487216188,0.097605987,0.123813401,0.291364424,1
2632,7,-1.80E-08,3.45E-11,5.88E-06,0.543083468,0.280925517,16.9839469,0.605057254,-125.0238083,30.7188224,5.54245635,0.100776692,-0.38801233,0.274402879,0.10211469,0.116927851,0.50655458,1
2633,7,3.90E-07,2.60E-11,5.10E-06,1.100374136,0.42264439,20.36950602,0.619866948,-126.191173,37.58478945,6.130643477,2.981737661,-1.208435637,0.273161796,0.103277258,0.135029221,0.488531725,1
2634,7,-8.41E-07,2.33E-10,1.53E-05,0.336936618,0.057624758,9.909030185,0.498050401,-126.4077364,78.48524632,8.859189936,2.23253303,1.293924617,0.644146946,0.094100801,0.06915055,0.192601703,1
2635,8,1.29E-07,6.26E-10,2.50E-05,2.396737305,-0.239165909,15.2191012,0.684738883,-117.7050834,66.03405663,8.126134175,0.278386914,-0.293448009,0.38963338,0.189399372,0.131577342,0.289389906,1
2636,8,-1.66E-06,2.13E-09,4.61E-05,0.050959244,-0.595018544,9.116292684,0.650821828,-116.9154908,124.3510753,11.15128133,0.474425221,0.213036726,0.508932296,0.202612699,0.103703107,0.184751898,1
2637,8,1.70E-06,4.58E-09,6.77E-05,-0.029962212,-0.172088119,7.217707468,0.604599631,-116.2564368,140.1994856,11.84058637,0.54348512,0.700452243,0.607667221,0.13961675,0.125595946,0.127120084,1
2638,8,1.24E-06,3.91E-09,6.25E-05,-0.31737543,0.324109474,7.288837319,0.624877606,-116.4172547,151.1144072,12.29286001,0.120878674,0.65811848,0.572574078,0.159177327,0.120028446,0.148220148,1
2639,8,-1.61E-06,2.67E-09,5.17E-05,1.031286276,-0.837247226,7.416550176,0.659341509,-115.3887402,80.02518583,8.94567973,0.707821944,0.790284397,0.491103305,0.219401249,0.101357832,0.188137614,1
2640,8,-2.11E-06,3.11E-09,5.57E-05,-0.034611302,-0.011321185,8.976684653,0.705241918,-113.5532276,88.81464423,9.424152176,-0.268983238,0.333802009,0.452302836,0.191821354,0.171103135,0.184772675,1
2641,8,2.14E-06,2.40E-09,4.90E-05,0.383811263,-0.545162986,8.333446958,0.681280114,-114.3482483,104.8162075,10.23797868,-0.331762222,0.261638704,0.483316893,0.150772217,0.178775984,0.187134907,1
2642,8,-2.68E-06,2.90E-09,5.39E-05,0.086164756,-0.386325388,8.787997735,0.693973556,-112.4857867,95.73043148,9.784192939,-0.038298529,0.541519418,0.467578452,0.157028515,0.190536677,0.184856356,1
2643,8,5.21E-06,4.98E-09,7.06E-05,-0.886392051,-0.361541262,8.262133326,0.540103495,-115.8688049,120.2965601,10.96797885,0.488498072,0.887988971,0.654608771,0.104021399,0.104449096,0.136920734,1
2644,8,-5.18E-06,4.21E-09,6.49E-05,-0.78732321,0.255416128,6.750477738,0.526683027,-118.9100076,130.2889455,11.41441832,0.76131689,0.986341538,0.687470523,0.128603106,0.084465755,0.099460616,1
2645,8,4.79E-06,5.58E-09,7.47E-05,0.34326994,0.287703144,4.829937738,0.471933796,-120.462269,166.76186,12.91363078,0.649015704,0.875724815,0.738290922,0.109117074,0.071424943,0.08116706,1
2646,8,-2.30E-06,3.74E-09,6.12E-05,0.453573395,0.293757592,3.954532284,0.436323799,-124.3681174,197.3749456,14.04901938,1.053973327,0.596799218,0.768302909,0.122063653,0.047946136,0.061687302,1
2647,8,-6.28E-07,1.93E-09,4.39E-05,2.183768313,0.219328233,4.950450009,0.533786491,-124.1545667,193.4487967,13.90858716,0.358128398,0.912880003,0.701885594,0.154333059,0.080707779,0.063073568,1
2648,8,-8.56E-08,2.69E-09,5.18E-05,0.166042567,-0.20049405,6.477571865,0.543995666,-120.5706089,126.2115979,11.23439352,0.932692137,1.008779225,0.680042266,0.156269171,0.079863969,0.083824594,1
2649,8,1.15E-06,3.76E-09,6.13E-05,0.782667254,0.339694594,6.114335509,0.531123576,-120.5863018,144.5915633,12.02462321,0.942307974,1.093431604,0.689777103,0.129128686,0.089351779,0.091742432,1
2650,8,-1.13E-06,2.44E-09,4.94E-05,1.1346206,0.179898544,6.093618285,0.587559162,-120.5114961,177.4210755,13.31995028,0.048467417,0.904923394,0.623647753,0.195821768,0.079155412,0.101375067,1
2651,8,-2.32E-06,4.13E-09,6.43E-05,1.236412593,-0.865263009,5.611058272,0.501301307,-121.8656139,171.4640053,13.0944265,0.815480879,0.921522804,0.714460546,0.129970706,0.072057178,0.083511571,1
2652,8,4.22E-06,4.71E-09,6.86E-05,-0.118093197,0.369363847,4.765881248,0.511344201,-120.4151896,153.9189534,12.40640776,0.801843259,0.943502744,0.710946204,0.113577958,0.091824824,0.083651014,1
2653,8,-1.64E-06,2.47E-09,4.97E-05,-0.332869922,-0.461543114,5.865265696,0.516809753,-121.4358686,148.5428458,12.18781547,1.388824422,0.84753904,0.694481878,0.131484837,0.07640102,0.097632265,1
2654,8,4.35E-07,5.64E-09,7.51E-05,-0.507360577,0.130159614,4.984567534,0.505749568,-117.7921352,137.1944501,11.71300346,0.546422157,1.055728857,0.712557973,0.152782593,0.062111809,0.072547625,1
2655,8,-1.02E-07,2.90E-09,5.38E-05,1.921905801,-0.993981151,5.18967242,0.521297528,-121.3780857,164.6607543,12.83202066,0.577143842,0.821528111,0.687672578,0.119158184,0.086482085,0.106687154,1
2656,8,2.17E-07,1.54E-09,3.92E-05,-0.318701264,-0.206035889,6.30043482,0.520337665,-122.8797475,135.4361679,11.63770458,0.922882527,0.930336138,0.690064335,0.132079034,0.077351375,0.100505256,1
2657,8,6.14E-07,2.30E-09,4.80E-05,0.124420576,0.202052815,7.100913292,0.547370435,-121.8771665,142.1311355,11.92187634,0.694419817,0.762616458,0.665396784,0.164321427,0.072961032,0.097320757,1
2658,8,-3.33E-07,1.06E-09,3.26E-05,0.033738005,-0.410504885,6.192731016,0.578928174,-123.8277169,120.2540407,10.96604034,0.673474497,0.746469924,0.614713818,0.158094624,0.086577714,0.140613843,1
2659,8,-2.29E-08,1.48E-09,3.85E-05,0.493754399,-0.574808363,5.591201254,0.481048438,-123.6103071,131.2943187,11.4583733,1.28811528,1.257731519,0.710693274,0.117261178,0.062243086,0.109802462,1
2660,8,-8.05E-07,7.96E-10,2.82E-05,-0.160021451,0.0519972,7.656436459,0.570625515,-124.0753601,143.3579328,11.97321731,0.340105568,0.828208199,0.630749134,0.163906741,0.081251263,0.124092862,1
2661,8,2.77E-08,9.45E-10,3.07E-05,0.01486531,-0.01012748,5.597011595,0.570194782,-123.9413294,131.9019177,11.48485601,1.088354498,0.824846595,0.625387938,0.163037182,0.07943756,0.13213732,1
2662,8,-4.20E-07,2.72E-10,1.65E-05,1.300239844,0.315207056,7.830944409,0.676293601,-124.1647127,99.39482279,9.96969522,0.305231592,0.631793623,0.481398284,0.228823252,0.114499052,0.175279412,1
2663,8,1.12E-06,2.14E-09,4.63E-05,1.971136214,0.924411313,5.882143668,0.538720047,-120.7956729,143.5908151,11.9829385,0.576598462,0.962679502,0.674473203,0.13795581,0.083913745,0.103657242,1
2664,8,-1.64E-07,6.24E-10,2.50E-05,-0.096957459,0.259302924,6.345361161,0.602186346,-123.980905,126.4837724,11.24650045,0.914942016,0.572063196,0.607100848,0.151399951,0.112685753,0.128813448,1
2665,8,-5.66E-07,5.02E-10,2.24E-05,0.467322021,-0.517387936,8.47401173,0.629979176,-122.8119166,92.53493513,9.61950805,1.247983975,0.348333337,0.562321567,0.17395669,0.112151798,0.151569945,1
2666,8,2.91E-07,2.45E-09,4.95E-05,2.198611849,0.620797031,5.834675795,0.544952477,-120.799987,140.9282237,11.87131938,0.862026806,0.828798705,0.678283186,0.148754596,0.084443026,0.088519192,1
2667,8,4.78E-07,8.00E-10,2.83E-05,0.193634172,-0.300901625,6.816817542,0.624136395,-123.0703652,143.170671,11.96539473,0.437473153,0.749302454,0.590437942,0.179151281,0.112749386,0.117661391,1
2668,8,-5.69E-07,1.01E-09,3.18E-05,0.212704408,0.23963507,5.952566836,0.584704363,-123.3920918,141.2666818,11.88556611,2.966529972,0.410190184,0.628597922,0.171669507,0.089651695,0.110080875,1
2669,8,-1.09E-07,2.41E-10,1.55E-05,0.422582946,-0.433811625,13.89442949,0.626569606,-119.899245,68.42822048,8.272135183,-0.155106434,-0.041576862,0.352728626,0.112141493,0.121120739,0.414009141,1
2670,8,6.96E-07,2.86E-09,5.34E-05,-0.067806141,-0.379653123,7.138648596,0.623435757,-116.415481,97.58884891,9.878706844,0.532357959,0.830731895,0.575927219,0.166667964,0.114255234,0.143149583,1
2671,8,-1.94E-06,3.15E-09,5.61E-05,0.189500619,-0.06363284,8.379815924,0.65085258,-117.0947599,126.3614182,11.24105948,0.78828669,0.227058857,0.54253178,0.205885596,0.111936919,0.139645705,1
2672,8,-1.11E-06,5.40E-09,7.35E-05,-0.481584095,-0.183513741,7.324811658,0.602156205,-114.4942469,121.7178575,11.03258163,0.702666936,1.064693636,0.598459332,0.166886047,0.098823122,0.135831499,1
2673,8,1.85E-06,2.48E-09,4.98E-05,-0.668332634,-0.081799516,7.078059703,0.669658965,-114.9450928,98.43663549,9.921523849,0.307049236,0.602942769,0.497624576,0.200831903,0.123823572,0.177719949,1
2674,8,-7.11E-07,2.86E-09,5.35E-05,-0.50721596,-0.066228202,9.409597163,0.714011681,-113.2049618,112.1319634,10.58923809,-0.180573213,0.1472153,0.441615592,0.195291632,0.181782214,0.181310562,1
2675,8,1.21E-06,2.18E-09,4.67E-05,-0.071858477,-0.053592401,10.68859342,0.678102623,-114.8001256,102.8842136,10.14318558,0.010932587,0.320999585,0.472651616,0.154174848,0.165364542,0.207808994,1
2676,8,-1.80E-06,3.47E-09,5.89E-05,-0.176547385,0.057517182,7.601330693,0.624025626,-115.274012,117.9822624,10.86196402,0.518365244,0.558904761,0.574942214,0.125981537,0.151464866,0.147611383,1
2677,8,1.16E-06,1.91E-09,4.37E-05,0.189467571,-0.421505861,8.348701664,0.714511114,-114.8065835,104.742093,10.23435846,0.248036386,0.314161697,0.436688588,0.223781041,0.160575605,0.178954766,1
2678,8,-5.66E-07,2.84E-09,5.33E-05,0.272458526,0.303583788,8.097979643,0.634120983,-117.0790391,131.6419817,11.47353397,0.014354677,0.360487021,0.56824105,0.159708408,0.129716094,0.142334449,1
2679,8,3.49E-06,5.46E-09,7.39E-05,-0.599078213,-0.340474212,5.569757466,0.553812265,-118.4950248,147.0011172,12.12440173,0.483533042,0.908967807,0.662852271,0.14681336,0.087740175,0.102594194,1
2680,8,-8.81E-07,4.57E-09,6.76E-05,0.239103459,-0.059613909,5.155329319,0.580838093,-119.0952539,173.5487785,13.17379135,0.230665039,0.505077369,0.642035648,0.150404427,0.104316249,0.103243676,1
2681,8,2.87E-06,5.78E-09,7.61E-05,-0.60920957,0.227747065,5.635641159,0.563281338,-118.6127306,156.3987362,12.50594803,0.238081044,0.926158521,0.644748137,0.138207968,0.095566472,0.121477423,1
2682,8,-6.90E-06,5.87E-09,7.66E-05,0.202671426,-0.236269342,4.404419466,0.466511033,-121.8512464,168.5609036,12.98310069,0.462205986,0.890711342,0.738161554,0.090145576,0.0824113,0.08928157,1
2683,8,2.04E-06,2.80E-09,5.29E-05,-0.421835341,-0.423304551,5.799756582,0.493117364,-122.7385242,124.740422,11.16872518,2.000108386,1.451424095,0.712106305,0.15101137,0.053345497,0.083536828,1
